v0.6.1,,,,,,,,,,
CÓDIGO,UNIDAD,"MATERIAL BÁSICO","MATERIAL 1","MATERIAL 2","MATERIAL 3",Masa,Masa,Masa,"TOTAL KG","FACTOR DE CALCULO HCE"
P08XVA500,m2,"Adoquín klinker 20x10x5 rojo","ADOQUIN CERAMICO",,,,,,0,0
P08XVA505,m2,"Adoquín klinker 20x10x5 roble","ADOQUIN CERAMICO",,,,,,0,0
P08XVA510,m2,"Adoquín klinker 20x10x5 blanco","ADOQUIN CERAMICO",,,,,,0,0
P08XVA515,m2,"Adoquín klinker 20x10x5 palo rosa","ADOQUIN CERAMICO",,,,,,0,0
P08XVA520,m2,"Adoquín klinker 20x10x5 marrón","ADOQUIN CERAMICO",,,,,,0,0
P08XVA525,m2,"Adoquín klinker 20x10x5 maestranza","ADOQUIN CERAMICO",,,,,,0,0
P08XVA530,m2,"Adoquín klinker 20x10x5 gris","ADOQUIN CERAMICO",,,,,,0,0
P08XVA535,m2,"Adoquín klinker 20x10x5 flaseado negro","ADOQUIN CERAMICO",,,,,,0,0
P08XVA540,m2,"Adoquín klinker 20x10x5 flaseado visón","ADOQUIN CERAMICO",,,,,,0,0
P08XVA560,u,"Adoq.Klinker Asturias La Paloma 20x10x5","ADOQUIN CERAMICO",,,,,,0,0
P08XVA580,u,"Adoq.Klinker Levante La Paloma 20x10x5","ADOQUIN CERAMICO",,,,,,0,0
P08XVA590,u,"Adoq.Klinker Lanzarote La Paloma 20x10x5","ADOQUIN CERAMICO",,,,,,0,0
P08XVA600,u,"Adoq.Klinker Oporto La Paloma 20x10x5","ADOQUIN CERAMICO",,,,,,0,0
P08XVA620,u,"Adoq.Klinker Rojo Bilbao La Paloma 20x10x5","ADOQUIN CERAMICO",,,,,,0,0
P08XVB,,BITUMINOSOS,,,,,,,0,0
P08XVB010,t,"Microaglomerado bitum.caliente árido siliceo","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB015,t,"Microaglomerado bitum.caliente árid.porfídico","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB020,t,"Microaglomerado bitum.frio árido siliceo","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB025,t,"Microaglomerado bitum.frio árido porfídico","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB030,t,"Microaglomerado bitum.rojo caliente a.calizo","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB035,t,"Microaglomerado bitum.rojo caliente a.granít.","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB040,t,"Microaglomerado bitum.rojo frío a.calizo","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB045,t,"Microaglomerado bitum.rojo frío a.granítico","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XVB110,m2,"Suplem.aplic.aglomerado asf.áreas peatonal",,,,,,,0,0
P08XVB210,kg,"Slurry resinas sintet.color",,,,1,,,1,0
P08XVB250,m2,"Riego de adherencia",,,,,,,0,0
P08XVC,,"CONTINUOS DE HORMIGÓN",,,,,,,0,0
P08XVC010,kg,"Mortero cemen/resinas para impri","MORTERO MIXTO O MORTERO COLA",,,1,,,1,0
P08XVC015,u,"Colorante y aditivo horm.impreso/m2",,,,,,,0,0
P08XVC020,u,"Colorante y aditivo horm.bruñido/m2",,,,,,,0,0
P08XVC025,u,"Amortiz.equipo horm.bruñido/m2",,,,,,,0,0
P08XVC030,u,"Amortiz.equipo horm.impreso/m2",,,,,,,0,0
P08XVC040,m2,"Abujardado de la superficie del hormigón",,,,,,,0,0
P08XVC100,kg,"Desactivante de fraguado",,,,1,,,1,0
P08XVC110,l,"Resina acabado pavim.horm.impreso",,,,,,,0,0
P08XVC120,kg,"Fibra polipropileno armado hormigón","POLIPROPILENO (PP)",,,1,,,1,0
P08XVC200,kg,"Colorante endurecedor horm.impreso",,,,1,,,1,0
P08XVC205,kg,"Polvo desencofrante",,,,1,,,1,0
P08XVC250,kg,"Mortero polímero/acrílico sacos","MORTERO MIXTO O MORTERO COLA",,,1,,,1,0
P08XVC255,kg,"Polvo de cuarzo gris",,,,1,,,1,0
P08XVC260,kg,"Polvo de cuarzo color",,,,1,,,1,0
P08XVC265,kg,"Colorante endurecedor Artevia Impreso",,,,1,,,1,0
P08XVC270,kg,"Polvo desencofrante Artevia Impreso",,,,1,,,1,0
P08XVG,,"DE GRES",,,,,,,0,0
P08XVG010,m2,"Baldosa gres rústico 20x20 cm","GRES RUSTICO",,,50,,,50,0
P08XVG020,m2,"Baldosa gres rústico 25x25 cm","GRES RUSTICO",,,50,,,50,0
P08XVG030,m2,"Baldosa gres rústico 30x30 cm","GRES RUSTICO",,,50,,,50,0
P08XVG040,m2,"Baldosa gres castilla 25x25 cm","GRES RUSTICO",,,50,,,50,0
P08XVG050,m2,"Baldosa gres castilla 33x33 cm","GRES RUSTICO",,,50,,,50,0
P08XVG060,m2,"Baldosa gres catalán 25x25 cm","GRES RUSTICO",,,50,,,50,0
P08XVG070,m2,"Baldosa gres catalán 33x33 cm","GRES RUSTICO",,,50,,,50,0
P08XVH,,HIDRÁULICOS,,,,,,,0,0
P08XVH010,m2,"Loseta lisa cemento gris 15x15cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH015,m2,"Loseta lisa cemento pizarra 15x15cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH020,m2,"Loseta lisa cemento color 15x15cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH025,m2,"Loseta 4 pastillas cemento gris 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH030,m2,"Loseta 4 pastillas pizarra gris 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH035,m2,"Loseta 4 pastillas cemento color 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH040,m2,"Loseta botones cemento gris 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH045,m2,"Loseta botones cemento pizarra 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH050,m2,"Loseta botones cemento color 20x20cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH055,m2,"Loseta botones cemento gris 30x30cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH060,m2,"Loseta botones cemento pizarra 30x30cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH065,m2,"Loseta botones cemento color 30x30cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH070,m2,"Loseta 66 pastillas cemento color 30x30cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH075,m2,"Loseta punta de diamante rojo 30x30cm","MORTERO DE CEMENTO O CAL",,,48,,,48,0
P08XVH080,m2,"Loseta punta de diamante gris 30x30cm",,,,,,,0,0
P08XVH085,m2,"Loseta 36 pastillas rojo pulido 30x30cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVH135,m2,"Baldosa cemento monoca 20x10x3,5cm","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVH140,m2,"Baldosa cemento monoca 40x20x3,5cm","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVH145,m2,"Baldosa cemento relieve 20x20x5cm","MORTERO DE CEMENTO O CAL",,,80,,,80,0
P08XVH150,m2,"Baldosa cemento relieve 40x20x5cm","MORTERO DE CEMENTO O CAL",,,80,,,80,0
P08XVH155,m2,"Baldosa cemento relieve 40x40x5cm","MORTERO DE CEMENTO O CAL",,,80,,,80,0
P08XVH160,m2,"Baldosa cemento relieve 40x60x5cm","MORTERO DE CEMENTO O CAL",,,80,,,80,0
P08XVH165,m2,"Baldosa cemento relieve 50x50x5cm","MORTERO DE CEMENTO O CAL",,,80,,,80,0
P08XVH175,m2,"Baldosa cemento estr.pulido 30x30x3,5cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVH180,m2,"Baldosa cemento estr.pulido 40x40x3,5cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVH185,m2,"Baldosa cemento imit.piedra 40x40cm","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVH190,m2,"Baldosa cemento imit.piedra 60x60cm","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVH195,m2,"Baldosa cemento imit.piedra forma","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVL,,"DE HORMIGÓN",,,,,,,0,0
P08XVL010,m2,"Losa rectangular lisa color 50x50x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL020,m2,"Losa rectangular lisa color 60x40x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL030,m2,"Losa rectangular lisa color 80x80x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL040,m2,"Losa rectangular lisa color 80x40x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL050,m2,"Losa rectangular lisa color 90x90x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL060,m2,"Losa rectangular lisa color 100x100x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL070,m2,"Losa hexagonal lisa color 70x60x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL080,m2,"Losa forma lisa color 90x60x8","HORMIGON EN MASA",,,172,,,172,0
P08XVL090,m2,"Suplem.acabado abujard.losas hormigón","HORMIGON EN MASA",,,0,,,0,0
P08XVL100,m2,"Suplem.armado en losas hormigón","HORMIGON EN MASA",,,0,,,0,0
P08XVL110,m2,"Losa porosa piscinas 50x50x4cm blanca","HORMIGON EN MASA",,,86,,,86,0
P08XVL120,m2,"Losa porosa piscinas 25x50x4cm blanca","HORMIGON EN MASA",,,86,,,86,0
P08XVL130,m2,"Losa porosa pisc.50x50x4cm bl.canto romo","HORMIGON EN MASA",,,86,,,86,0
P08XVL140,m2,"Losa porosa pisc.25x50x4cm bl.canto romo","HORMIGON EN MASA",,,86,,,86,0
P08XVL150,m2,"Losa p/césped 60x40x10cm gris","HORMIGON EN MASA",,,215,,,215,0
P08XVL160,m2,"Losa p/césped 50x50x9,5cm gris","HORMIGON EN MASA",,,"204,25",,,"204,25",0
P08XVM,,"DE MADERA",,,,,,,0,0
P08XVM010,m2,"Tarima madera exteriores Cumarú","MADERA ASERRADA FRONDOSA SECADA AL AIRE",,,"0,025",,,"0,025",0
P08XVM020,m2,"Tarima madera exteriores Ipé","MADERA ASERRADA FRONDOSA SECADA AL AIRE",,,"0,025",,,"0,025",0
P08XVM060,m,"Rastrel madera 40x50","MADERA ASERRADA FRONDOSA SECADA AL AIRE",,,"0,002",,,"0,002",0
P08XVM070,u,"Clip fijación oculta",,,,,,,0,0
P08XVM080,m2,"Tarima acanalada Madertec Plus 50x50","MORTERO DE CEMENTO O CAL",,,24,,,24,0
P08XVM090,m2,"Tarima sobre rastreles","MADERA ASERRADA FRONDOSA SECADA AL AIRE",,,"0,04",,,"0,04",0
P08XVM100,m,"Rastrel 50x50 mm","MADERA ASERRADA FRONDOSA SECADA AL AIRE",,,"0,1",,,"0,1",0
P08XVM110,m,"Listón rayado 14,6x1,9 cm tratado y pulido","PIEDRA NATURAL PULIDA",,,"5,548",,,"5,548",0
P08XVM120,m,"Listón pulido 9,5x2x1 cm canto romo","PIEDRA NATURAL PULIDA",,,"3,8",,,"3,8",0
P08XVM130,m,"Rastrel 20x50 mm tratado s/pulir","PIEDRA NATURAL CORTE SIERRA",,,,,,0,0
P08XVM140,m,"Rastrel 30x40 mm tratado s/pulir","PIEDRA NATURAL CORTE SIERRA",,,,,,0,0
P08XVM150,m,"Rastrel 50x75 mm tratado s/pulir","PIEDRA NATURAL CORTE SIERRA",,,,,,0,0
P08XVM160,u,"Tornillo autoperforante bicromado",,,,,,,0,0
P08XVP,,"DE PIEDRA NATURAL",,,,,,,0,0
P08XVP001,m2,"Losa granito musgo irregular 8/12cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP005,m2,"Losa irregular granito gris corte 10cm","PIEDRA NATURAL CORTE SIERRA",,,240,,,240,0
P08XVP010,m2,"Losa irregular granito color corte 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP025,m2,"Losa rect.granito gris corte 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP030,m2,"Losa rect.granito gris piconado 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP035,m2,"Losa rect.granito gris labra 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP040,m2,"Losa rect.granito color corte 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP045,m2,"Losa rect.granito cañariego piconada 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP050,m2,"Losa rect.granito cañariego abujardada 10cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP065,m2,"Losa granito espesor uniforme 6 cm","PIEDRA NATURAL CORTE SIERRA",,,120,,,120,0
P08XVP080,m2,"Losa granito gris disco 8cm","PIEDRA NATURAL CORTE SIERRA",,,160,,,160,0
P08XVP085,m2,"Losa granito gris disco 10cm","PIEDRA NATURAL CORTE SIERRA",,,200,,,200,0
P08XVP100,m2,"Losa granito gris abujardada 6cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP105,m2,"Losa granito gris abujardada 8cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP110,m2,"Losa granito gris abujardada 10cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP120,m2,"Losa granito color abujardada 6cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP125,m2,"Losa granito color abujardada 8cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP130,m2,"Losa granito color abujardada 10cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP180,m2,"Losa caliza irregular e=3-4cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP185,m2,"Losa caliza irregular piconada 8cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP200,m2,"Losa caliza escuadra piconada 8cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP205,m2,"Losa caliza rectangular abujardada 8cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP220,m2,"Losa piedra caliza abujardada 3cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP225,m2,"Losa piedra caliza abujardada 4cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP230,m2,"Losa piedra caliza apomazada 3cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP235,m2,"Losa piedra caliza apomazada 4cm","PIEDRA NATURAL PULIDA",,,,,,0,0
P08XVP290,m2,"Losa pizarra irregular 1-2cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP295,m2,"Losa pizarra irregular 3-4cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP310,m2,"Losa pizarra 30x30x1-2cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP315,m2,"Losa pizarra 30x30x1-2cm rústica","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP320,m2,"Losa pizarra 60x30x1-2cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP325,m2,"Losa pizarra 60x30x1-2cm rústica","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP340,m2,"Losa pizarra largo libre 20-30x1-2cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP345,m2,"Losa pizarra largo libre 20-30x1-2cm rústica","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP350,m2,"Losa pizarra 30x30x3-4cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP355,m2,"Losa pizarra 30x30x3-4cm rústica","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP360,m2,"Loza pizarra 60x30x3-4cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP365,m2,"Losa pizarra 60x30x3-4cm rústica","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP380,m2,"Losa pizarra largo libre 20-30x3-4cm 1ª","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP385,m2,"Losa pizarra largo libre 20-30x3-4cm rústica","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP430,m2,"Losa cuarcita irregular 1-2cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP435,m2,"Losa cuarcita irregular 3-4cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVP450,m2,"Losa cuarcita rojo segovia 20x30x3-4","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP455,m2,"Losa cuarcita pedraza 60x30x1-2cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP460,m2,"Losa cuarcita danubio 60x30x1-2cm","PIEDRA NATURAL CORTE SIERRA",,,40,,,40,0
P08XVP500,m2,"Losa arenisca 60x40x3-4cm","PIEDRA NATURAL CORTE SIERRA",,,80,,,80,0
P08XVS,,"DE SEGURIDAD EN ÁREAS INFANTILES",,,,,,,0,0
P08XVS010,m2,"Loseta caucho viruta/granulado 25 mm","CAUCHO BUTILO",,,,,,0,0
P08XVS020,m2,"Loseta caucho viruta/granulado 45 mm","CAUCHO BUTILO",,,,,,0,0
P08XVS030,m2,"Loseta caucho viruta/granulado 60 mm","CAUCHO BUTILO",,,,,,0,0
P08XVT,,"DE TERRAZO",,,,,,,0,0
P08XVT005,m2,"Baldosa terrazo granito 20x20x5",TERRAZO,,,80,,,80,0
P08XVT010,m2,"Baldosa terrazo granito 40x20x5",TERRAZO,,,80,,,80,0
P08XVT020,m2,"Baldosa terrazo granito 40x40x5",TERRAZO,,,80,,,80,0
P08XVT030,m2,"Baldosa terrazo granito 40x60x5",TERRAZO,,,80,,,80,0
P08XVT040,m2,"Baldosa terrazo granito 50x50x5",TERRAZO,,,80,,,80,0
P08XVT050,m2,"Baldosa terrazo relieve pulido 30x30x3,5",TERRAZO,,,56,,,56,0
P08XVT060,m2,"Baldosa terrazo relieve pulido 40x40x4",TERRAZO,,,64,,,64,0
P08XVT070,m2,"Baldosa terrazo relieve pulido 50x50x5",TERRAZO,,,80,,,80,0
P08XVT080,m2,"Baldosa hexagonal relieve pulido 18x4","MORTERO DE CEMENTO O CAL",,,64,,,64,0
P08XVT090,m2,"Baldosa terrazo pétreo 30x30x3,5",TERRAZO,,,56,,,56,0
P08XVT100,m2,"Baldosa terrazo pétreo 40x40x4",TERRAZO,,,64,,,64,0
P08XVT110,m2,"Baldosa terrazo pétreo antideslizante 30x30",TERRAZO,,,64,,,64,0
P08XVT120,m2,"Baldosa cemento vibrado relieve 30x30x6","MORTERO DE CEMENTO O CAL",,,96,,,96,0
P08XVT130,m2,"Baldosa cemento vibrado relieve 40x40x6","MORTERO DE CEMENTO O CAL",,,96,,,96,0
P08XVT140,m2,"Baldosa cemento vibrado relieve 40x60x6","MORTERO DE CEMENTO O CAL",,,96,,,96,0
P08XVT150,m2,"Baldosa china lavada 40x40x3,5","MORTERO DE CEMENTO O CAL",,,56,,,56,0
P08XVT155,m2,"Baldosa china lavada 40x60x4,5","MORTERO DE CEMENTO O CAL",,,72,,,72,0
P08XVT160,m2,"Baldosa china lavada 50x25x4,5","MORTERO DE CEMENTO O CAL",,,72,,,72,0
P08XVT165,m2,"Baldosa china lavada 50x50x4,5","MORTERO DE CEMENTO O CAL",,,72,,,72,0
P08XVT170,m2,"Losa granítica 40x40x6","PIEDRA NATURAL CORTE SIERRA",,,"19,2",,,"19,2",0
P08XVT175,m2,"Losa granítica 40x20x6","PIEDRA NATURAL CORTE SIERRA",,,"19,2",,,"19,2",0
P08XW,,VARIOS,,,,,,,0,0
P08XW010,t,"Asfalto fundido puesto en obra","ADHESIVO BITUMINOSO",,,1000,,,1000,0
P08XW015,u,"Junta dilatación/m2 pavimento piezas",,,,,,,0,0
P08XW020,u,"Junta dilatación 10 cm/16 m2 pavimento",,,,,,,0,0
P08XW025,u,"Pieza rejilla poliet.baja densidad 93x32x5 cm",,,,,,,0,0
P08XW030,u,"Relleno alcorque drenante grava-resina 1x1","ARENA DE SILICE",,,,,,0,0
P09,,"ALICATADOS Y CHAPADOS",,,,,,,0,0
P09A,,ALICATADOS,,,,,,,0,0
P09AB,,"BALDOSAS CERÁMICAS",,,,,,,0,0
P09ABC,,"PRENSADO MONOPOROSA",,,,,,,0,0
P09ABC010,m2,"Azulejo blanco 15x15 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC015,m2,"Rev. poroso Porcelanosa  G68 20x33,3cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC020,m2,"Rev. poroso Porcelanosa  G73 31,6x90cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC025,m2,"Rev. poroso Porcelanosa  G108 33x100cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC030,m2,"Rev. poroso Porcelanosa  G62 31,6x59,2cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC035,m2,"Rev. poroso Porcelanosa  G43 33,3x44,6cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC040,m2,"Azulejo color 15x15 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC080,m2,"Azulejo color 20x20 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC090,m2,"Azulejo blanco 20x20 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC101,m2,"Azulejo 20x25 cm. mármol","AZULEJO CERAMICO",,,14,,,14,0
P09ABC110,m2,"Azulejo color 20x30 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC111,m2,"Azulejo blanco 30x30 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC112,m2,"Azulejo mosaico 30x30 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC120,u,"Azulejo decorado 25x36 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC130,m2,"Azulejo ocre 31x43 cm","AZULEJO CERAMICO",,,14,,,14,0
P09ABC133,m2,"Azulejo rústico 20x20 cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC135,m2,"Azulejo rústico 31x43 cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC140,m2,"Azulejo color 25x40 cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC141,m2,"Azulejo color 25x40 cm mosaico","AZULEJO CERAMICO",,,20,,,20,0
P09ABC150,m2,"Azulejo 33,3x44,6 cm piedra","AZULEJO CERAMICO",,,20,,,20,0
P09ABC160,m2,"Azulejo color 33x45 cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC161,m2,"Azulejo rectificado 30x59 cm piedra","AZULEJO CERAMICO",,,20,,,20,0
P09ABC165,m2,"Azulejo gres colores 30x59 cm","AZULEJO CERAMICO",,,20,,,20,0
P09ABC168,m2,"Azulejo 31x60 cm Marfil","AZULEJO CERAMICO",,,20,,,20,0
P09ABC170,m,"Listelo ondulado 3x20 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC180,m,"Cenefa cerámica mosaico 8x30 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC190,m,"Listelo cerámico 8x23 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC200,m,"Cenefa cerámica 20x20 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC210,m,"Listelo cerámico 2,5x20 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC220,m,"Listelo cerámico 7x20 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC230,m,"Cenefa cerámica 10x31 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABC320,m,"Listelo mosaico 5,2x24,5 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABG,,"GRES EXTRUÍDO","AZULEJO CERAMICO",,,,,,0,0
P09ABG055,u,"Plaqueta decorada 25x25 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABG057,m,"Cenefa decorada 7x25 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABG071,m2,"Plaqueta gres Porcel. rústico 15x30,5 cm","GRES RUSTICO",,,375,,,375,0
P09ABG080,m2,"Plaqueta gres Porcel. 15x15 cm","GRES PORCELANICO",,,375,,,375,0
P09ABG090,m2,"Plaqueta gres Porcel.esmalt. 30,5x30,5 cm","GRES PORCELANICO",,,375,,,375,0
P09ABG410,m,"Cenefa decorada 14x31 cm","AZULEJO CERAMICO",,,,,,0,0
P09ABG520,m2,"Gres esmaltado color 15x15 cm (BIa,BIb).","GRES ESMALTADO",,,375,,,375,0
P09ABG530,m2,"Gres esmaltado color 20x20 cm (Bla,BIb).","GRES ESMALTADO",,,375,,,375,0
P09ABG535,m2,"Gres esmaltado color 25x25 cm (BIa,BIb).","GRES ESMALTADO",,,375,,,375,0
P09ABG550,m2,"Gres natural 15x15 (Bla,Blb)","AZULEJO CERAMICO",,,375,,,375,0
P09ABG555,m2,"Gres natural 20x20 cm (Bla,Blb)",GRES,,,375,,,375,0
P09ABG558,m2,"Gres natural 25x25 cm (BIa, BIb)",GRES,,,375,,,375,0
P09ABG560,m,"Friso gres esmaltado Color 7x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG565,m,"Friso gres natural 7x25 cm",GRES,,,,,,0,0
P09ABG570,m,"Moldura gres esmalt.media caña 5x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG580,m,"Moldura gres esmaltado 7x15x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG585,m,"Moldura gres natural 7x15x25 cm",GRES,,,,,,0,0
P09ABG590,m,"Zocalo redondeado gres esmaltado 9x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG595,m,"Zocalo redondeado gres natural 9x25 cm",GRES,,,,,,0,0
P09ABG600,m,"Esquina recta gres esmaltado 5x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG605,m,"Esquina recta gres natural 5x25 cm",GRES,,,,,,0,0
P09ABG610,m,"Cantonera gres esmaltado 6x15 cm","GRES ESMALTADO",,,,,,0,0
P09ABG615,m,"Cantonera gres natural 6x15 cm",GRES,,,,,,0,0
P09ABG620,u,"Esquina cantonera gres esmaltado 4x6 cm","GRES ESMALTADO",,,"0,09",,,"0,09",0
P09ABG625,u,"Esquina cantonera gres natural 4x6 cm",GRES,,,"0,09",,,"0,09",0
P09ABG630,m,"Cenefa relieve gres esmaltado 7x25cm","GRES ESMALTADO",,,,,,0,0
P09ABG635,m,"Cenefa releve gres natural 7x25 cm",GRES,,,,,,0,0
P09ABG640,m,"Cenefa mosaico gres esmaltado17x34 cm","GRES ESMALTADO",,,,,,0,0
P09ABG645,m,"Cenefa mosaico gres natural 17x34 cm",GRES,,,,,,0,0
P09ABG655,m,"Cenefa decorada gres esmaltado 10x25 cm","GRES ESMALTADO",,,,,,0,0
P09ABG660,u,"Plaqueta decorada gres esmaltado 15x15 cm","GRES ESMALTADO",,,"1,40625",,,"1,40625",0
P09ABG665,u,"Plaqueta decorada gres esmaltado 20x20 cm","GRES ESMALTADO",,,"1,5",,,"1,5",0
P09ABG670,u,"Plaqueta decorada gres esmaltado 25x25 cm","GRES ESMALTADO",,,"2,34375",,,"2,34375",0
P09ABV,,"PRENSADO GRES Y PORCELÁNICO","GRES PRENSADO",,,,,,0,0
P09ABV050,m2,"Plaqueta Ston-Ker Caucaso  44,6x66,9 cm","GRES PORCELANICO",,,375,,,375,0
P09ABV060,m2,"Plaqueta Ston-Ker Rectificado 37x66 cm","GRES PORCELANICO",,,375,,,375,0
P09ABV070,m2,"Azulejo porcelánico 15x15 cm. rústico siena","GRES PORCELANICO",,,375,,,375,0
